PDBID,RMSD,value,message,success,nit,nfev,num_MixOfGauss,num_atoms,num_rotbonds
8JSK,6.39391,-64.45917915845318,Optimization terminated successfully.,True,114,18278,333,20,1
8JU4,6.49347,-43.53978055858218,Optimization terminated successfully.,True,91,14430,201,21,0
8JUB,5.404,-58.91256282490173,Maximum number of iterations has been exceeded.,False,500,77664,516,30,8
8JWY,10.6704,-61.316627652286996,Optimization terminated successfully.,True,261,39894,539,34,4
8JYE,2.63028,-46.30288987539031,Optimization terminated successfully.,True,248,39117,275,15,6
8JYG,7.1802,-57.19948447773046,Optimization terminated successfully.,True,213,33813,445,30,6
8K14,7.39435,-42.18082577242052,Optimization terminated successfully.,True,235,36500,444,31,4
8K1X,10.2581,-0.5457632052702726,Optimization terminated successfully.,True,147,22960,192,33,1
8K2E,5.49115,-56.65422083489362,Optimization terminated successfully.,True,89,14370,308,18,3
8K4C,6.52191,-79.7002412249051,Optimization terminated successfully.,True,342,57277,401,29,10
8K4F,8.10021,-58.3370680141156,Optimization terminated successfully.,True,190,29288,441,27,4
8K4K,5.90394,-51.81264307020441,Optimization terminated successfully.,True,152,24402,352,22,5
8K5V,7.16425,-25.593558345891722,Optimization terminated successfully.,True,348,54227,227,22,3
8K5W,5.05707,-54.04100493338609,Maximum number of iterations has been exceeded.,False,500,78590,536,34,7
8K5X,8.32757,-50.3643337221428,Optimization terminated successfully.,True,240,37943,434,25,3
8K5Y,8.6225,-56.971132350680286,Optimization terminated successfully.,True,182,28399,408,28,3
8K6D,4.94019,-89.48740896714708,Optimization terminated successfully.,True,395,62199,550,34,8
8K71,8.72592,-63.64698436659935,Optimization terminated successfully.,True,146,22866,463,28,2
8K72,2.3643,-63.091216397321794,Optimization terminated successfully.,True,172,26679,333,25,3
8K9V,7.35084,-75.74031147806716,Optimization terminated successfully.,True,175,28450,460,30,7
8K9W,7.75023,-65.51833250585506,Optimization terminated successfully.,True,191,29350,463,28,4
8KCZ,6.91601,-34.85398052461869,Optimization terminated successfully.,True,76,12124,279,21,0
8KHU,7.16042,-47.84541466872927,Optimization terminated successfully.,True,343,52216,402,29,4
8OFE,4.72436,-64.61960130441963,Optimization terminated successfully.,True,301,50596,296,21,12
8OG5,6.41921,-44.04466439771737,Optimization terminated successfully.,True,84,13674,276,20,1
8OG6,6.06731,-56.95799975168936,Optimization terminated successfully.,True,76,12618,279,20,1
8OG8,8.8276,-79.21416830385374,Optimization terminated successfully.,True,167,26694,381,23,3
8OGA,9.12483,-62.888542027818545,Optimization terminated successfully.,True,231,35031,479,31,4
8OGB,1.35675,-79.57262329674387,Optimization terminated successfully.,True,240,39220,483,32,7
8OGC,4.98503,-104.69975118534578,Optimization terminated successfully.,True,376,59498,498,35,7
8OHF,5.80871,-58.71975508161471,Optimization terminated successfully.,True,421,66044,267,16,5
8OIZ,2.34941,-79.6185826653976,Optimization terminated successfully.,True,79,14168,286,20,1
8OKE,7.23825,-57.64162059740458,Optimization terminated successfully.,True,89,14535,400,25,2
8OKG,6.75442,-50.92342975987913,Optimization terminated successfully.,True,76,12361,413,26,3
8OKJ,8.3284,-43.77198776130098,Optimization terminated successfully.,True,79,12450,354,27,3
8OKK,6.17539,-66.09176687751246,Maximum number of iterations has been exceeded.,False,500,76572,373,33,13
8OKL,4.87572,-92.34211478968346,Maximum number of iterations has been exceeded.,False,500,82071,446,34,14
8OKM,5.61883,-49.136198676148176,Maximum number of iterations has been exceeded.,False,500,76952,312,35,13
8OKN,4.94701,-65.8387826966038,Maximum number of iterations has been exceeded.,False,500,85620,483,36,15
8OKO,7.13047,-54.3611980797164,Optimization terminated successfully.,True,86,13413,381,24,2
8OKP,5.67034,-75.26633007284991,Optimization terminated successfully.,True,93,14477,423,26,2
8OKQ,2.77163,-68.1824291543767,Optimization terminated successfully.,True,92,14739,310,24,2
8OKT,2.73772,-58.6787186391254,Optimization terminated successfully.,True,80,12501,267,24,2
8OLF,2.6741,-76.90823344275763,Optimization terminated successfully.,True,99,15668,279,23,2
8OLI,8.70699,-64.18912605782108,Optimization terminated successfully.,True,119,18980,359,27,3
8OLK,2.88941,-68.03815340485771,Optimization terminated successfully.,True,76,12161,349,26,3
8OMB,7.82101,-50.11949743851002,Optimization terminated successfully.,True,95,15078,382,24,2
8OMD,1.08004,-68.98197820046367,Optimization terminated successfully.,True,258,39895,331,35,4
8OME,3.59812,-63.92290794503238,Optimization terminated successfully.,True,173,26694,443,35,4
8OMF,3.13731,-61.311668284849624,Optimization terminated successfully.,True,232,36611,354,35,4
8OMH,1.71793,-68.46369508897006,Optimization terminated successfully.,True,91,14614,297,23,2
8OMJ,6.32237,-73.87897573976866,Optimization terminated successfully.,True,254,40290,529,35,8
8OMP,7.21227,-58.45451472107481,Optimization terminated successfully.,True,101,16683,372,26,2
8ONV,2.20311,-70.3138695943151,Optimization terminated successfully.,True,151,23941,494,33,2
8OO5,8.89466,-76.97659990416342,Optimization terminated successfully.,True,375,59482,562,36,7
8OOJ,1.37826,-89.48822907849183,Optimization terminated successfully.,True,55,9439,323,18,2
8OPY,6.72621,-21.913740918661727,Optimization terminated successfully.,True,67,10525,272,18,2
8OTM,2.54603,-80.21030811780606,Optimization terminated successfully.,True,414,65065,519,35,8
8OTN,10.0836,-46.31319769789872,Maximum number of iterations has been exceeded.,False,500,79206,446,34,7
8OTV,8.84705,-44.65758006738571,Optimization terminated successfully.,True,162,24846,390,30,4
8OU2,5.75163,-54.81719214396648,Maximum number of iterations has been exceeded.,False,500,79053,472,38,6
8OU3,5.29302,-81.62885735660338,Optimization terminated successfully.,True,117,18944,311,19,3
8OU4,5.0578,-73.43235804111691,Optimization terminated successfully.,True,207,32394,277,19,3
8OU5,5.55175,-74.66249769629222,Optimization terminated successfully.,True,240,36381,292,22,4
8OU6,5.47418,-71.0142172198892,Optimization terminated successfully.,True,169,26740,259,19,3
8OU7,3.0366,-73.81349643360969,Optimization terminated successfully.,True,191,29922,284,20,4
8OU9,3.71971,-60.65331622779735,Optimization terminated successfully.,True,180,27903,300,19,3
8OUT,3.67509,-50.380314966909374,Optimization terminated successfully.,True,325,51792,451,29,6
8OUU,7.49731,-52.023261211667915,Optimization terminated successfully.,True,213,32952,426,28,3
8OUV,7.15931,-46.42499165695277,Optimization terminated successfully.,True,186,28821,433,25,3
8OV3,4.26859,-99.30166986660774,Optimization terminated successfully.,True,63,10268,359,20,2
8OV4,1.92935,-123.32983182712381,Optimization terminated successfully.,True,61,10270,359,21,2
8OWB,5.80843,-31.337368606876808,Optimization terminated successfully.,True,111,18096,331,22,3
8OWQ,7.33556,-38.56899782231629,Optimization terminated successfully.,True,104,16311,347,28,4
8OZ2,7.71854,-90.52506758224331,Optimization terminated successfully.,True,258,40801,426,25,8
8OZA,6.19775,-37.66580912417807,Maximum number of iterations has been exceeded.,False,500,80937,382,28,14
8P05,1.76987,-62.708074440179935,Optimization terminated successfully.,True,105,16748,375,27,1
8P07,1.22387,-54.29357454835799,Maximum number of iterations has been exceeded.,False,500,77946,343,27,5
8P0F,7.75983,-71.15664516563538,Optimization terminated successfully.,True,350,55809,337,30,6
8P0M,4.3857,-62.26940741838007,Optimization terminated successfully.,True,198,32536,487,37,8
8P29,9.07008,-92.63107831514336,Optimization terminated successfully.,True,169,27404,428,25,6
8P3C,7.54387,-60.486384627527485,Maximum number of iterations has been exceeded.,False,500,81561,488,39,12
8P3D,6.75483,-54.70328378034294,Maximum number of iterations has been exceeded.,False,500,81561,432,35,12
8P46,6.0628,-31.73983708296164,Maximum number of iterations has been exceeded.,False,500,77469,324,24,8
8P4H,1.10858,-77.34306335456334,Optimization terminated successfully.,True,56,9645,312,24,2
8P56,5.66889,-81.83209933291178,Maximum number of iterations has been exceeded.,False,500,75710,460,34,9
8P57,5.42822,-83.80975671894456,Maximum number of iterations has been exceeded.,False,500,76606,492,34,9
8P58,6.97891,-75.96262219544991,Maximum number of iterations has been exceeded.,False,500,75486,321,34,9
8P59,5.17849,-66.9230039823223,Optimization terminated successfully.,True,240,36755,327,20,4
8P5A,4.99179,-76.26627382617545,Maximum number of iterations has been exceeded.,False,500,76350,446,34,9
8P5C,6.29557,-81.26412808825856,Maximum number of iterations has been exceeded.,False,500,76622,422,34,9
8P5G,2.7802,-138.79829217744808,Optimization terminated successfully.,True,207,33280,464,32,6
8P5H,2.08195,-118.07900744586006,Optimization terminated successfully.,True,238,38428,381,32,6
8P5I,1.04588,-136.92171650362388,Optimization terminated successfully.,True,176,27291,374,30,3
8P5J,5.25338,-81.4468796981858,Maximum number of iterations has been exceeded.,False,500,76430,452,35,9
8P5K,3.43741,-97.90764431880511,Maximum number of iterations has been exceeded.,False,500,81945,416,32,10
8P5Z,5.53656,-120.66988867470181,Maximum number of iterations has been exceeded.,False,500,77625,481,27,11
8P7O,8.14285,-55.62281216976049,Maximum number of iterations has been exceeded.,False,500,77232,362,25,13
8P7P,8.24942,-40.1030658610064,Maximum number of iterations has been exceeded.,False,500,79152,350,25,13
8P87,8.2476,-60.85980047521851,Maximum number of iterations has been exceeded.,False,500,76254,494,34,9
8P8Y,5.9945,-58.21223307995233,Optimization terminated successfully.,True,177,28024,465,28,5
8P8Z,5.64172,-0.8902128766646609,Optimization terminated successfully.,True,354,54922,97,28,5
8P92,2.64947,-69.4437837582326,Optimization terminated successfully.,True,128,20778,389,24,5
8P93,8.80188,-72.74309503564544,Optimization terminated successfully.,True,333,52860,513,33,7
8P95,2.68592,-75.5878406895068,Optimization terminated successfully.,True,95,15660,420,24,5
8P9I,0.324812,-50.13037287177036,Optimization terminated successfully.,True,254,38481,270,27,4
8P9J,3.42564,-38.2930049328847,Optimization terminated successfully.,True,490,74035,378,27,4
8P9P,2.8223,-91.24326479158651,Optimization terminated successfully.,True,95,15972,374,25,5
8P9Q,2.85129,-52.261778660414926,Optimization terminated successfully.,True,386,61338,411,30,7
8P9S,8.63406,-64.22127741238252,Optimization terminated successfully.,True,291,44328,548,37,9
8P9T,1.81383,-59.49153748407316,Optimization terminated successfully.,True,277,45585,473,33,10
8P9X,10.824,-53.46770627556198,Optimization terminated successfully.,True,275,42258,512,30,2
8PA3,10.6596,-58.27355825689304,Maximum number of iterations has been exceeded.,False,500,76014,504,36,9
8PA4,7.60423,-57.08296890545176,Optimization terminated successfully.,True,234,38298,421,27,6
8PA5,3.03416,-76.51575425735874,Optimization terminated successfully.,True,111,18556,405,25,5
8PA7,8.4705,-82.62575585477326,Optimization terminated successfully.,True,248,39711,472,30,8
8PA8,1.74483,-68.36377007461667,Optimization terminated successfully.,True,239,36544,501,35,9
8PAA,8.71093,-71.18277569444818,Maximum number of iterations has been exceeded.,False,500,81163,675,48,10
8PAC,8.17297,-54.77606935606544,Maximum number of iterations has been exceeded.,False,500,76286,578,38,9
8PAD,8.99789,-69.15676481933839,Maximum number of iterations has been exceeded.,False,500,75758,666,38,9
8PAH,4.9785,-96.32137097508824,Optimization terminated successfully.,True,352,53830,516,36,9
8PAL,5.05997,-80.54743362032089,Optimization terminated successfully.,True,313,47724,522,36,9
8PAM,4.15477,-65.70846639457005,Optimization terminated successfully.,True,252,39246,521,36,9
8PAN,9.99025,-51.430147872679896,Optimization terminated successfully.,True,391,60938,509,35,8
8PAV,9.12151,-76.15544463537654,Maximum number of iterations has been exceeded.,False,500,75742,404,31,9
8PAW,7.57707,-80.37085724520634,Maximum number of iterations has been exceeded.,False,500,81384,400,34,10
8PB2,5.44402,-63.1314818348114,Optimization terminated successfully.,True,368,57014,455,36,9
8PB3,3.77483,-51.616721337694315,Optimization terminated successfully.,True,119,18660,325,17,4
8PB4,2.99391,-28.28588288620422,Optimization terminated successfully.,True,159,25078,322,17,4
8PB5,3.77638,-59.36274163098811,Optimization terminated successfully.,True,102,15846,302,17,4
8PB6,3.39635,-58.46296271078451,Optimization terminated successfully.,True,200,31362,384,18,5
8PB7,3.49589,-44.19050303417824,Optimization terminated successfully.,True,260,40842,329,18,5
8PBO,7.61853,-77.50477762513665,Maximum number of iterations has been exceeded.,False,500,81503,443,30,10
8PD6,1.75793,-56.54434988942139,Optimization terminated successfully.,True,289,44105,446,31,4
8PG2,2.31341,-67.18741192312642,Optimization terminated successfully.,True,324,49630,529,36,9
8PG3,1.29657,-75.6561501205727,Optimization terminated successfully.,True,320,49749,500,35,8
8PG4,3.4492,-51.40667741345811,Maximum number of iterations has been exceeded.,False,500,78234,446,33,8
8PG5,8.73517,-51.26529205676347,Optimization terminated successfully.,True,336,54328,491,34,8
8PG6,1.76391,-67.23107325391605,Optimization terminated successfully.,True,245,40244,544,37,9
8PG7,1.75067,-64.42692986556247,Optimization terminated successfully.,True,412,66437,499,38,10
8PG8,10.097,-64.30985614505232,Maximum number of iterations has been exceeded.,False,500,80806,594,38,10
8PG9,4.30747,-47.01332771499597,Optimization terminated successfully.,True,227,35288,569,36,9
8PGA,1.13729,-71.31783032776232,Optimization terminated successfully.,True,346,54674,475,36,9
8PGB,1.62372,-71.07166025475746,Optimization terminated successfully.,True,186,30654,450,32,6
8PGF,10.781,-41.15796021138989,Maximum number of iterations has been exceeded.,False,500,75486,533,38,9
8PGG,2.89795,-73.13883883881803,Optimization terminated successfully.,True,283,45045,513,33,6
8PGH,1.59889,-71.08641310044052,Optimization terminated successfully.,True,414,64010,450,35,9
8PGI,2.81293,-59.153255837363986,Optimization terminated successfully.,True,359,56930,631,39,7
8PGJ,2.88391,-73.83373996667575,Optimization terminated successfully.,True,380,59199,573,38,8
8PGK,9.55351,-59.66366504338007,Optimization terminated successfully.,True,197,31616,595,38,7
8PGL,4.40338,-59.7399449817087,Optimization terminated successfully.,True,438,66666,623,37,9
8PGM,1.68571,-52.832648643929474,Optimization terminated successfully.,True,163,26504,391,27,5
8PGN,3.13956,-42.40149739578283,Maximum number of iterations has been exceeded.,False,500,77664,531,38,8
8PGO,1.82735,-77.13919544178151,Optimization terminated successfully.,True,137,22088,551,37,7
8PGQ,9.90597,-70.68171820851393,Optimization terminated successfully.,True,234,37598,550,38,7
8PGR,2.78254,-66.40478591655636,Optimization terminated successfully.,True,254,40053,497,33,6
8PGS,8.73321,-61.80290424165449,Optimization terminated successfully.,True,195,30844,576,35,5
8PGT,3.04628,-68.1136271215736,Optimization terminated successfully.,True,260,41826,508,32,5
8PGU,2.42577,-58.191245693873164,Optimization terminated successfully.,True,217,34220,438,32,5
8PGV,3.50521,-72.03147511308565,Optimization terminated successfully.,True,326,50898,624,40,8
8PGW,3.53924,-64.22606318153571,Optimization terminated successfully.,True,291,46280,523,34,6
8PGX,3.05642,-79.72926284759062,Optimization terminated successfully.,True,171,26932,525,33,5
8PGY,8.6766,-55.906416474302425,Optimization terminated successfully.,True,202,32097,444,34,6
8PGZ,2.26977,-81.68865277009421,Optimization terminated successfully.,True,145,23324,488,32,5
8PH0,7.33818,-46.072929284294915,Optimization terminated successfully.,True,256,39830,542,35,5
8PH1,1.89205,-84.19676193996727,Optimization terminated successfully.,True,245,38808,430,30,5
8PH3,1.37489,-74.8368877573619,Optimization terminated successfully.,True,168,26698,449,31,5
8PH4,7.08395,-45.84105759162084,Maximum number of iterations has been exceeded.,False,500,76846,477,37,9
8PHI,7.71741,-40.165899635210415,Optimization terminated successfully.,True,338,52866,453,36,5
8PIQ,2.43549,-87.12521818495136,Optimization terminated successfully.,True,191,30996,507,35,5
8PJ0,9.6531,-86.05436777441592,Optimization terminated successfully.,True,138,22018,351,21,5
8PJ7,3.58872,-76.18341491244963,Optimization terminated successfully.,True,301,47879,482,29,6
8PJI,7.37895,-78.71931964148669,Optimization terminated successfully.,True,188,29615,346,20,4
8PM9,4.04563,-61.47603926478999,Optimization terminated successfully.,True,109,16874,357,22,4
8PMA,3.73181,-57.198079335332835,Optimization terminated successfully.,True,106,16655,278,22,4
8PMO,2.28397,-60.78569080453067,Optimization terminated successfully.,True,97,14931,339,22,4
8PO3,1.82542,-93.61921833865986,Maximum number of iterations has been exceeded.,False,500,77469,510,39,8
8PO4,7.0479,-0.03294103406712267,Maximum number of iterations has been exceeded.,False,500,76222,165,36,9
8POM,10.4796,-55.520293642171495,Maximum number of iterations has been exceeded.,False,500,80102,429,25,7
8PON,8.2163,-79.4901585166664,Optimization terminated successfully.,True,272,44356,429,25,6
8PP0,5.75135,-69.78015414841965,Optimization terminated successfully.,True,260,40446,419,27,5
8PPW,3.89507,-15.455218387460786,Optimization terminated successfully.,True,279,44577,176,15,6
8PQA,9.25765,-48.21413778503999,Optimization terminated successfully.,True,176,28371,266,27,3
8PQQ,5.36223,-68.59971625326618,Optimization terminated successfully.,True,62,10098,321,20,2
8PTC,2.42614,-50.34926946895603,Optimization terminated successfully.,True,185,28681,398,25,4
8PTQ,6.77332,-56.89226228582474,Optimization terminated successfully.,True,348,55445,500,30,6
8PTR,4.96738,-42.72987418746099,Optimization terminated successfully.,True,232,35621,288,29,4
8PUX,8.63337,-98.88334516966357,Optimization terminated successfully.,True,336,54872,394,24,10
8PUY,10.8288,-57.949484247863865,Maximum number of iterations has been exceeded.,False,500,80517,417,24,10
8PWE,10.5345,-62.82394311197004,Optimization terminated successfully.,True,362,57122,443,29,6
8PX2,5.90123,-40.32142266476131,Optimization terminated successfully.,True,159,24690,317,25,3
8PX8,5.93635,-47.495936599575415,Optimization terminated successfully.,True,286,43281,339,29,4
8PYV,3.46221,-55.25413296992448,Optimization terminated successfully.,True,377,62661,290,21,12
8PZM,5.27446,-51.399881595732104,Optimization terminated successfully.,True,464,70086,366,22,9
8Q0T,9.32695,-77.79516842168147,Optimization terminated successfully.,True,461,75093,441,30,10
8Q0U,4.2561,-74.74702007337001,Maximum number of iterations has been exceeded.,False,500,81418,447,34,10
8Q0V,2.1369,-75.52567844898516,Optimization terminated successfully.,True,390,62018,384,32,7
8Q0W,2.0782,-72.51169652534286,Maximum number of iterations has been exceeded.,False,500,78444,391,32,8
8Q0X,1.58282,-58.96152542412503,Maximum number of iterations has been exceeded.,False,500,77664,371,32,8
8Q0Y,2.2363,-67.84985963394867,Maximum number of iterations has been exceeded.,False,500,78429,425,29,6
8Q0Z,3.68836,-71.54822038653467,Optimization terminated successfully.,True,342,54236,369,28,6
8Q10,1.67519,-57.22465748751373,Optimization terminated successfully.,True,162,26602,403,28,5
8Q12,2.35607,-69.04352217753022,Optimization terminated successfully.,True,372,60294,339,29,6
8Q13,10.9455,-76.88287949502687,Optimization terminated successfully.,True,432,67842,470,33,7
8Q17,8.27531,-86.61545622494154,Optimization terminated successfully.,True,250,41044,484,32,10
8Q18,1.27617,-69.01292749715006,Optimization terminated successfully.,True,327,50014,222,24,4
8Q2S,4.54008,-49.86147326575011,Optimization terminated successfully.,True,110,17727,290,18,2
8Q2T,4.66695,-53.955546129973136,Optimization terminated successfully.,True,158,24857,310,19,3
8Q2U,6.47801,-60.53571141990511,Optimization terminated successfully.,True,145,22708,299,19,3
8Q2V,4.93339,-34.20726742358388,Optimization terminated successfully.,True,89,13869,301,18,2
8Q2W,6.06346,-48.343922543830026,Optimization terminated successfully.,True,208,32347,316,19,3
8Q2X,6.13773,-39.68900302201631,Optimization terminated successfully.,True,151,24336,307,21,3
8Q2Y,3.94266,-62.13141887886542,Optimization terminated successfully.,True,294,46126,369,22,5
8Q31,3.76772,-61.691641359598854,Optimization terminated successfully.,True,131,21386,408,20,3
8Q32,4.01334,-66.32828354236489,Optimization terminated successfully.,True,135,21604,375,24,5
8Q33,3.7031,-48.629529778946235,Optimization terminated successfully.,True,153,24662,281,19,3
8Q34,3.91998,-58.23561704692944,Optimization terminated successfully.,True,298,47424,315,19,6
8Q35,4.57131,-45.155554471758634,Optimization terminated successfully.,True,83,13506,244,14,2
8Q38,4.4168,-35.33829214207205,Optimization terminated successfully.,True,132,21422,225,14,2
8Q39,4.9371,-36.748841098116216,Optimization terminated successfully.,True,219,34340,367,20,3
8Q3G,3.28089,-39.52901615674428,Optimization terminated successfully.,True,103,16429,255,14,2
8Q4N,4.03727,-35.327027630372825,Optimization terminated successfully.,True,179,27750,250,19,3
8Q4P,3.58761,-57.30640916056376,Optimization terminated successfully.,True,127,20190,313,21,4
8Q4Q,7.00659,-50.197800636994316,Optimization terminated successfully.,True,68,10983,385,22,2
8Q4R,2.88665,-54.281757108319006,Optimization terminated successfully.,True,163,25656,297,21,4
8Q4U,5.89564,-50.00333945507212,Optimization terminated successfully.,True,149,24330,361,20,3
8Q4V,4.64253,-47.46364188129123,Optimization terminated successfully.,True,144,22825,236,16,3
8Q55,2.56335,-59.89379717814083,Optimization terminated successfully.,True,277,43580,275,21,5
8Q5C,7.14666,-39.93446259165029,Maximum number of iterations has been exceeded.,False,500,78258,307,21,5
8Q69,3.47847,-38.74590570241368,Optimization terminated successfully.,True,339,51341,293,23,4
8Q6F,6.55982,-74.69632919301893,Optimization terminated successfully.,True,345,54956,440,31,7
8Q6Y,9.36303,-75.79845936077723,Optimization terminated successfully.,True,432,66666,461,24,4
8Q9S,6.8078,-133.13438995889788,Optimization terminated successfully.,True,361,57466,408,28,7
8QAL,7.06426,-60.327845198940935,Optimization terminated successfully.,True,94,15259,338,20,2
8QAN,3.55235,-68.40049756431921,Optimization terminated successfully.,True,233,37258,353,25,6
8QAP,6.67449,-108.25094114635728,Optimization terminated successfully.,True,63,9917,368,22,2
8QAR,9.99551,-66.70941418935332,Optimization terminated successfully.,True,304,47356,364,29,4
8QAZ,7.20602,-100.73459620062003,Optimization terminated successfully.,True,203,32851,398,23,6
8QB0,6.73535,-91.8366535045624,Optimization terminated successfully.,True,119,19275,297,22,2
8QB2,4.61099,-58.40479885616681,Optimization terminated successfully.,True,327,51623,375,25,6
8QBU,6.57158,-83.38262858998291,Optimization terminated successfully.,True,248,39277,352,25,3
8QCC,7.12962,-42.09060722530494,Optimization terminated successfully.,True,206,31281,402,23,4
8QCD,1.39744,-68.2492397578779,Optimization terminated successfully.,True,57,9316,188,13,0
8QCN,0.877838,-52.49556151309539,Optimization terminated successfully.,True,222,35329,263,18,3
8QCO,3.66944,-58.78087196579892,Optimization terminated successfully.,True,332,51839,265,20,3
8QDY,3.3542,-48.95231732317702,Optimization terminated successfully.,True,227,35424,240,20,3
8QDZ,3.03867,-40.005742559330116,Optimization terminated successfully.,True,177,27444,222,21,3
8QE0,3.13925,-63.43618688775102,Optimization terminated successfully.,True,237,36899,364,23,4
8QE1,8.21575,-73.9707766128098,Optimization terminated successfully.,True,313,49868,466,31,6
8QE2,3.26588,-68.47990916950174,Optimization terminated successfully.,True,287,44976,480,33,5
8QE3,5.29161,-44.68059701572335,Optimization terminated successfully.,True,156,25051,344,30,3
8QEA,2.84141,-73.42400717424833,Optimization terminated successfully.,True,215,35110,392,23,7
8QEL,1.55161,-74.46219147192414,Optimization terminated successfully.,True,95,15177,291,20,2
8QEZ,0.953958,-59.083434918819464,Optimization terminated successfully.,True,67,10720,243,15,1
8QH8,1.6078,-47.711649913768184,Optimization terminated successfully.,True,70,10981,198,15,2
8QH9,7.25771,-72.022160193797,Optimization terminated successfully.,True,482,74937,555,40,8
8QHG,0.922994,-64.24265491151093,Optimization terminated successfully.,True,77,12495,187,15,2
8QHJ,3.28753,-34.742767594117005,Optimization terminated successfully.,True,81,12797,200,15,2
8QIC,2.66802,-94.7581049239668,Optimization terminated successfully.,True,281,44265,406,27,6
8QIX,8.41416,-49.32624994576808,Maximum number of iterations has been exceeded.,False,500,78024,521,31,8
8QJ8,4.05818,-46.60360976928442,Optimization terminated successfully.,True,285,43659,319,23,4
8QK2,9.8543,-75.11430542830708,Optimization terminated successfully.,True,457,70847,589,39,8
8QK9,3.78946,-67.62109225553307,Maximum number of iterations has been exceeded.,False,500,76030,658,40,9
8QKA,2.79413,-62.640787897660346,Optimization terminated successfully.,True,319,50886,458,30,7
8QL2,3.21424,-84.33394407350968,Optimization terminated successfully.,True,249,39793,380,23,6
8QL3,0.630386,-73.99367896644912,Optimization terminated successfully.,True,258,41832,316,23,7
8QL6,0.79869,-64.63363763071757,Optimization terminated successfully.,True,240,37869,337,23,6
8QL8,4.81534,-72.24704645452799,Optimization terminated successfully.,True,235,38160,384,23,7
8QLQ,1.78621,-55.410131421162376,Optimization terminated successfully.,True,54,8397,390,25,0
8QLR,10.3849,-74.12362942984134,Optimization terminated successfully.,True,99,15510,574,36,3
8QLS,3.45182,-94.6841678348749,Optimization terminated successfully.,True,213,32331,495,40,4
8QLT,3.33333,-65.26551653790244,Optimization terminated successfully.,True,180,28151,541,40,4
8QM7,2.71771,-93.16398823428634,Optimization terminated successfully.,True,182,29098,364,25,9
8QM8,2.86309,-107.60801319714938,Optimization terminated successfully.,True,189,29124,378,25,9
8QM9,2.04267,-105.70055135815664,Optimization terminated successfully.,True,238,37610,355,25,9
8QMZ,9.73027,-63.17153775690778,Maximum number of iterations has been exceeded.,False,500,78429,497,30,6
8QN0,9.92672,-48.594489768390304,Maximum number of iterations has been exceeded.,False,500,78936,391,30,6
8QNH,3.09666,-60.57278159338082,Maximum number of iterations has been exceeded.,False,500,79105,551,39,6
8QOD,10.4745,-92.93658350150557,Maximum number of iterations has been exceeded.,False,500,79605,453,35,11
8QOO,8.79573,-39.162261618100885,Maximum number of iterations has been exceeded.,False,500,81399,286,19,14
8QPN,1.91494,-115.9211885581873,Optimization terminated successfully.,True,119,18993,431,25,6
8QQ3,8.56859,-77.18509438749518,Maximum number of iterations has been exceeded.,False,500,83176,676,46,12
8QQ4,3.21018,-105.74127587058467,Optimization terminated successfully.,True,128,21931,416,25,6
8QQB,8.72147,-87.95176622876329,Optimization terminated successfully.,True,92,14640,366,25,2
8QQY,4.37415,-47.64003235363681,Optimization terminated successfully.,True,99,16253,392,30,2
8QR2,7.22941,-47.35236553005355,Optimization terminated successfully.,True,88,14178,357,26,1
8QR3,4.90236,-47.831991822543955,Optimization terminated successfully.,True,67,10907,345,25,0
8QR4,4.78386,-45.100818571710036,Optimization terminated successfully.,True,84,13016,366,26,0
8QR5,4.48872,-41.234650467874054,Optimization terminated successfully.,True,84,13149,311,24,0
8QR6,4.89845,-43.686130966641315,Optimization terminated successfully.,True,86,13197,334,26,0
8QR7,6.11535,-30.573113511595892,Optimization terminated successfully.,True,94,14831,364,25,0
8QR8,1.23447,-44.97834631992941,Optimization terminated successfully.,True,93,14548,301,26,0
8QR9,8.21736,-53.005707665294835,Optimization terminated successfully.,True,202,31022,408,30,4
8QRA,4.45472,-46.72711884104918,Optimization terminated successfully.,True,56,9271,352,25,0
8QRB,6.35755,-34.62847052671375,Optimization terminated successfully.,True,82,12597,386,26,0
8QRC,5.02882,-43.66960212745763,Optimization terminated successfully.,True,50,7797,367,26,0
8QS2,2.36056,-61.17164449195275,Maximum number of iterations has been exceeded.,False,500,79146,335,22,5
8QS4,2.53128,-45.64732923348468,Optimization terminated successfully.,True,242,37674,308,21,5
8QS5,8.30241,-57.941451336127535,Maximum number of iterations has been exceeded.,False,500,79482,391,25,6
8QS6,7.22832,-45.70580288044303,Optimization terminated successfully.,True,421,65240,321,22,5
8QS7,6.90315,-35.48843456952268,Optimization terminated successfully.,True,253,39072,357,23,3
8QSC,0.964895,-57.318418946645515,Maximum number of iterations has been exceeded.,False,500,78210,262,21,5
8QSF,1.45125,-56.99850390232399,Optimization terminated successfully.,True,468,73054,282,21,5
8QT0,9.59877,-39.94676087039612,Maximum number of iterations has been exceeded.,False,500,81378,263,19,14
8QT1,8.35312,-32.980350212063705,Maximum number of iterations has been exceeded.,False,500,77512,297,17,13
8QT2,7.23026,-45.301596665728155,Maximum number of iterations has been exceeded.,False,500,81273,267,19,14
8QT3,4.39966,-30.743853263999995,Maximum number of iterations has been exceeded.,False,500,77492,255,17,13
8QT4,7.02091,-37.943888135635845,Maximum number of iterations has been exceeded.,False,500,81693,247,19,14
8QT8,8.31855,-38.99597824921493,Maximum number of iterations has been exceeded.,False,500,81840,248,17,14
