ID,HET,SMILES
4uuh_t40_lig,t40,C[C@H]1CCC[C@@H]2C(O)NC(C3CCC(CN4CCNCC4)CC3)C[C@@H]21
4uui_pyr_lig,pyr,CC(O)C(O)O
4uv0_pge_lig,pge,OCCOCCOCCO
4uv9_d70_lig,d70,CCC(N)C[C@@H](C1CCCCC1)[C@]12NC3CC(C)C(C)CC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)[C@@H]1NC(O)N[C@@H]2O
4uva_d73_lig,d73,CC1CC2N[C@]3([C@@H](C[C@H](C)N)C4CCCCC4)[C@@H](O)NC(O)N[C@H]3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)C2CC1C
4uvb_d51_lig,d51,CC1CC2C(CC1C)N1[C@@]3([C@@H](O)NC(O)N[C@H]3N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CNC4C(N)NCNC43)[C@H](O)[C@@H]2O)[C@H](C2CCCCC2)C[C@]1(C)N
4uvd_hrw_lig,hrw,Cc1cc(C)nc(SCC(=O)N=c2[nH]cc(Cc3cccc(C(F)(F)F)c3)s2)n1
4uvd_nad_lig,nad,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CCCC([C@H](N)O)C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
4uve_ki5_lig,ki5,Cc1cc(C)nc(SCCO)n1
4uve_nad_lig,nad,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CCCC([C@H](N)O)C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
4uvg_a0c_lig,a0c,Cc1cc(C)nc(SCc2cc(C(N)=O)no2)n1
4uvg_nad_lig,nad,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CCC[C@@H]([C@@H](N)O)C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
4uvh_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
4uvh_uud_lig,uud,CC(=O)N=c1[nH]c2ccccc2s1
4uvi_kxu_lig,kxu,Cc1cc(CNC(=O)c2cc(CSc3nc(C)cc(C)n3)on2)ccn1
4uvi_nad_lig,nad,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CCC[C@@H]([C@@H](N)O)C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
4uvn_cdj_lig,cdj,NC1CCCC2C(O)N[C@H](C3CCC(Cl)CC3)CC12
4uvo_5ww_lig,5ww,COC1CCC([C@@H]2CC3C(N)CCCC3C(O)N2)CC1
4uvr_j5y_lig,j5y,CC1CCC(Cl)C[C@@H]1N1CCN(C2CC[C@H]([C@H](O)N[C@H](C[C@@H]3CNC4CCCCC43)C(O)NC3CCNCC3)C(F)C2)CC1
4uvu_u1t_lig,u1t,CC1CCCC2C(O)NC([C@H]3CC[C@H](CN4CCCC4)CC3)CC12
4uvv_w8l_lig,w8l,CC1CCCC2C(O)NC(C3CCC(Cl)CC3)CC12
4uvw_nyj_lig,nyj,CC1CCCC2C(O)NC(C3CCCCC3)C(C)C12
4uvx_h2w_lig,h2w,O[C@H]1NC(C2CCC(Cl)CC2)CC2C(F)CCCC21
4uvy_sgw_lig,sgw,COC1CCCC2C(O)NC(C3CCC(Cl)CC3)CC12
4uw1_92r_lig,92r,COC1CCCC2C(O)NC(C3CCC(CN(C)C)CC3)CC12
4uw3_50g_lig,50g,NC(CO)(COCC1CN([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)NN1)COCC1CN([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)NN1
4uw4_4s0_lig,4s0,N[C@](CO)(COCc1cn([C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)nn1)COCc1cn([C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H]2O)nn1
4uwb_jvt_lig,jvt,CN1CCN(C2CCC(NC(O)C3NNC4CCCCC43)CC2)CC1
4uwc_4y0_lig,4y0,COC1CCC(C(O)NC2C[C@@H](C3CCCCC3)NN2)CC1OC
4uwd_un9_lig,un9,OC(O)CNC(O)C1NC(Cl)C2CCCCC2C1O
4uwf_eut_lig,eut,OC1CC(N2CCOCC2)NC2N1CC[C@@H](C(F)(F)F)N2C1CC(F)CC(F)C1
4uwg_rbq_lig,rbq,CC(C)OCCN1C2N[C@@H](N3CCOCC3)C[C@@H](O)N2CC[C@H]1C(F)(F)F
4uwh_jxm_lig,jxm,OC1CC(N2CCOCC2)NC2N1CC[C@@H](C(F)(F)F)N2C[C@H](O)C1CCCCC1
4uwi_xmq_lig,xmq,CC1NN(C)C(C)C1NS(O)(O)C1C(Cl)CC(CCCN2CCN(C)CC2)CC1Cl
4uwj_7l5_lig,7l5,CC1NN(C)C(C)C1N(C(F)F)S(O)(O)C1C(Cl)CC(CCCC2CCNCC2)CC1Cl
4uwk_ujb_lig,ujb,C[C@@H]1COC[C@@H](C)N1[C@H]1CC(O)N2CC[C@@H](C(F)(F)F)N(CC3CCC(Cl)S3)[C@@H]2N1
4uwl_7a5_lig,7a5,CC(C)C(O)CN1C2NC(N3CCOC[C@H]3C)CC(O)N2CC[C@H]1C(F)(F)F
4ux4_e9l_lig,e9l,CC1CCC([C@@H]2CC3C(CCCN3C)C(O)N2)CC1
4ux6_h4b_lig,h4b,C[C@H](O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1
4ux6_ywo_lig,ywo,CC1CCC(N(O)O)C(OC2CCC(C[C@@H](N)[C@H](N)O)CC2)C1
4ux9_anp_lig,anp,N[C@H]1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)N[PH](O)(O)O)[C@@H](O)[C@H]1O
4uxb_p34_lig,p34,CN(C)C[C@@H](O)N[C@@H]1CCC2NC(O)C3CCCCC3C2C1
4uxl_5p8_lig,5p8,C[C@H]1OC2CC(CNC2N)C2C(CN(C)C(O)C3CCC(F)CC31)NN(C)C2CN
4uxq_0li_lig,0li,CC1CCC(C(O)NC2CCC(CN3CCN(C)CC3)C(C(F)(F)F)C2)CC1CCC1CNC2CCCNN12
4uxu_mlk_lig,mlk,CCN1C[C@]2(COC(O)C3CCCCC3N3C(O)C[C@H](C)C3O)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@](O)([C@@H](OC)[C@H]23)[C@@H]14
4uy1_tjm_lig,tjm,CC1CC(C2CC(C(N)O)NN2)C(C)S1
4uye_9f9_lig,9f9,COC1CCCCC1C(O)NC1CC2C(CC1N1CCCCC1)N(C)C(O)N2C
4uyf_73b_lig,73b,CC(O)N1C2CCC(C3CCC(C(O)O)CC3)CC2[C@H](NC2CCC(Cl)CC2)C[C@@H]1C
4uyg_73b_lig,73b,CC(O)N1C2CCC(C3CCC(C(O)O)CC3)C[C@@H]2[C@H](NC2CCC(Cl)CC2)C[C@@H]1C
4uyh_9s3_lig,9s3,CC(O)N1C2CCC(C3CCC(CN4CCCCC4)CC3)C[C@@H]2[C@H](NC2CCCCC2)C[C@@H]1C
4uyn_y3m_lig,y3m,CCOC(=O)c1[nH]cc2c1N=C1CCCC(O)=C1[C@H]2c1ccc(Sc2nc3ccccc3[nH]2)o1
4uzd_qmn_lig,qmn,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)[C@H]2c1cccc(Oc2nc3ccccc3[nH]2)c1
4uzh_jve_lig,jve,OC1CNCC2NC3NNCC3[C@H](C3CCCCC3F)C12
4v01_0li_lig,0li,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
4v04_0li_lig,0li,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
4v0i_j82_lig,j82,C[C@H]1CC2CCCCC2N1C(O)CC1NC(O)CC(N2CCOCC2)N1
4v0s_2hn_lig,2hn,OC(O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1C[C@@H]1C(F)C(F)C(F)[C@H](F)[C@H]1F
4v24_gyr_lig,gyr,C[C@@H]1C[C@H](CS(O)(O)C2CCCCC2)C[C@H](OCC2CCC(CN3CCC[C@@H]3CO)CC2)C1
4v2o_clq_lig,clq,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12
4v2v_oga_lig,oga,OC(O)CNC(O)C(O)O
4v2w_oga_lig,oga,OC(O)CNC(O)C(O)O
4v3v_h4b_lig,h4b,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
4v3v_s8f_lig,s8f,Fc1cccc(CCCNCc2ccnc(-n3ccnc3)n2)c1
4v3w_e2z_lig,e2z,Fc1cccc(CCNCCc2ccnc(-n3ccnc3)n2)c1
4v3w_h4b_lig,h4b,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
4v3x_4e8_lig,4e8,Fc1cccc(CCCNCCc2ccnc(-n3ccnc3)n2)c1
4v3x_h4b_lig,h4b,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
4v3y_h4b_lig,h4b,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
4v3y_hlw_lig,hlw,Clc1cccc(CCCNCCc2ccnc(-n3ccnc3)n2)c1
4v3z_9hl_lig,9hl,Fc1cccc([C@@H]2C[C@H]2CNCCc2ccnc(-n3ccnc3)n2)c1
4v3z_h4b_lig,h4b,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
4vgc_srd_lig,srd,CC(O)N[C@@H](BO)CC1CCCC2CCCCC21
4w1o_3gj_lig,3gj,CCC1CC(COC2CC(C(O)NC3C(Cl)CNCC3Cl)CCC2OC)ON1
4w4s_b29_lig,b29,OC(CC1CCCC([C@H]2CCCC3C4CCCCC4OC32)C1)([PH](O)(O)O)[PH](O)(O)O
4w4v_3h8_lig,3h8,CC1C[C@@H](NC(O)C2CCCC(N3C[C@H](N[C@@H](O)NC4CCCC[C@H]4Cl)CN3)C2)CCN1
4w4w_3hj_lig,3hj,CC1C[C@@H](NC(O)[C@@H]2CCC[C@H](N3C[C@H](NC(O)NC4CCCCC4)CN3)C2)CCN1
4w4x_3hn_lig,3hn,CC1C[C@@H](N[C@H](O)[C@@H]2CCC[C@H](N3CC(NC(O)NC4CCC(F)CC4)CN3)C2)CCN1
4w4y_3hq_lig,3hq,CC1CCC(NC(O)N[C@@H]2CNN([C@H]3CCCC(C(O)N[C@H]4CCNC(C)C4)C3)C2)CC1
4w5b_3h5_lig,3h5,CC1NN(C)C[C@@H]1C(O)NC1NC2CCCCC2N1
4w5c_3h5_lig,3h5,Cc1nn(C)cc1C(=O)Nc1nc2ccccc2[nH]1
4w5c_3h6_lig,3h6,OC(NC1NC2CCCCC2N1)C1CNNC1C1CCC(F)CC1
4w5c_3h7_lig,3h7,NC1NC2C(F)CC(F)CC2S1
4w5s_3j1_lig,3j1,CN1C[C@@H](C2CCC(C3NC(O)C4CCC[C@@H](CO)C4N3)CC2)CN1
4w63_htb_lig,htb,C(CCCNCC1CC2CCCCC2O1)CCCNC1C2CCCCC2NC2CCCCC21
4w6e_3j5_lig,3j5,C[C@H]1CC(N2CCN(C)[C@@H](C)C2)NC[C@@H]1C1CCC([C@@H]2NC(O)C3CCCC(CO)C3N2)CC1
4w7p_3j7_lig,3j7,CC(C)(N)CNC1NC([C@@H]2CCC3NNCC3C2)NC2CNCCC21
4w8d_3ja_lig,3ja,CN1CC([C@H]2CN[C@H]3NCN[C@H](N4CCOCC4)[C@H]32)CN1
4w8e_3jb_lig,3jb,CC1N[C@@H]([C@H]2CN(C3NCNC4NC[C@H](C5CCCC(CN)C5)C43)CCO2)NO1
4w9n_tcl_lig,tcl,OC1CC(Cl)CCC1OC1CCC(Cl)CC1Cl
4w9o_3jq_lig,3jq,COC1CCC(OCCN2C[C@H]([C@@H](O)CO)[C@H]3CCC[C@@H](C2O)N3S(O)(O)C2CC(Cl)CC(Cl)C2)CC1OC
4w9p_3jr_lig,3jr,COC1CCC(OCCN2C[C@H]([C@H](O)CO)[C@H]3CCC[C@@H]([C@@H]2O)N3S(O)(O)C2CC(Cl)CC(Cl)C2)CC1OC
4w9q_3jp_lig,3jp,CC[C@H]1CN(CCOC2CCC(OC)C(OC)C2)C(O)[C@@H]2CCC[C@H]1N2S(O)(O)C1CC(Cl)CC(Cl)C1
4w9s_3k1_lig,3k1,OC1CN[C@@H](C2CCC(C3NNNN3)CC2)NC1O
4w9w_ydj_lig,ydj,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1
4w9x_3jw_lig,3jw,CCS(O)(O)N1CC(CCN)(N2C[C@@H]([C@@H]3NCNC4NCCC43)CN2)C1
4w9y_3k0_lig,3k0,NS(O)(O)N[C@@H](CCC(O)O)C(O)O
4wa9_axi_lig,axi,CNC(O)C1CCCCC1SC1CCC2C(CCC3CCCCN3)NNC2C1
4wae_atp_lig,atp,NC1NCNC2NCNC12
4waf_3k6_lig,3k6,C[C@@H]1CN2NC[C@@H](C3CCC(S(O)(O)N(C)C)CC3)C2CN1[C@@H]1CCNC2NCCC21
4wag_3k7_lig,3k7,COC1CCC(C2C(C)NC3C(N)CC(Cl)NN32)CC1OC
4wbo_anw_lig,anw,CC(C)C1CCC2OC3NC(N)C(C(O)O)CC3C(O)C2C1
4wcu_3kq_lig,3kq,COC1CCC(C(O)CC2C(Cl)CNCC2Cl)C(OCC(O)NCC2CCCCC2)C1OC
4wdt_wdt_lig,wdt,OC1CC(S(O)(O)C2CCCCC2)CC[C@H]1N(O)O
4wdu_wdu_lig,wdu,OC(NCC1CCC(Cl)CC1)C1NN[C@H](N(O)O)C1Cl
4wdw_wdw_lig,wdw,CC1CCC2NC(C(O)N3CCCCC3)CC2C1
4wdx_wdx_lig,wdx,CC1CCC2N[C@@H](C(O)N3CCC(CCO)CC3)CC2C1
4we1_3lq_lig,3lq,NC[C@@H]1CCC2C(CCCC2OC2CCCCC2OCCN2CCC(O)NC2O)C1
4wet_wef_lig,wef,CC1N[C@@H](C2CCC(C(F)(F)F)CC2)SC1C(O)N[C@@H](CC1CCC(O)CC1)C(O)O
4wev_suz_lig,suz,CC1C(CC2CCC([S@@H](C)O)CC2)C2CCC(F)CC2[C@H]1CC(O)O
4wey_eg6_lig,eg6,CC1NC(C2CCC(C(F)(F)F)CC2)SC1C(O)NCCO
4wf4_wf4_lig,wf4,CC1NC(C2CCC(C(F)(F)F)CC2)SC1C(O)O
4wf5_wf4_lig,wf4,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)O
4wf6_407_lig,407,CC1CC(S(O)(O)N[C@H](C)C(O)NO)CCC1F
4wh5_3qb_lig,3qb,CCC[C@@H]1C[C@@H]([C@@H](O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
4wh7_8h8_lig,8h8,NCC1CCC(O)CC1F
4wh9_3m8_lig,3m8,NCC1[C@@H](F)C[C@@H](O)C[C@H]1SCCS(O)(O)O
4whq_3n9_lig,3n9,OO[C@@]1(O)CC(F)CC[C@@H]1O
4whr_3nj_lig,3nj,OC1C[C@@H](F)CC[C@H](O)O1
4whs_3n8_lig,3n8,Oc1ccc(F)cc1O
4whu_3ot_lig,3ot,COC1CC(C2CCC3C(C2)NC(CCC2CCCCC2)N3CCN2CCOCC2)CCC[C@H]1O
4whz_3nl_lig,3nl,OC(N[C@@H]1CNN([C@H]2CCC[C@@H](C(O)N[C@H]3CNN([C@H]4CCNC4)C3)C2)C1)N[C@H]1CCCC[C@@H]1Cl
4wi1_3o6_lig,3o6,CN1NC(C(F)(F)F)C(C2CCC(F)CC2)C1NC(O)NC1CCC(F)CC1
4wiu_oxl_lig,oxl,OC(O)C(O)O
4wiv_3p2_lig,3p2,CC1NOC(C)[C@@H]1C1CCC([C@@H]2NC3CNCCN3[C@H]2NC(C)(C)C)CC1
4wk7_3pq_lig,3pq,C[C@]1(CNC(O)COC2CCC(Cl)CC2)NC(O)NC1O
4wkb_tdi_lig,tdi,CSC[C@H]1CN(C[C@@H]2CNC3C(N)NCN[C@H]32)C[C@@H]1O
4wkc_big_lig,big,CCCCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O
4wke_3pu_lig,3pu,OC1NC(O)[C@](CNC(O)C2CC3CC(Cl)CCC3O2)(C2NCCS2)N1
4wkh_cbs_lig,cbs,CC(O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)O)[C@@H](CO)O[C@H]1O
4wki_3pw_lig,3pw,CN1CCNC1[C@]1(CNC(O)C2CC3CC(Cl)CCC3O2)NC(O)NC1O
4wkn_tdi_lig,tdi,CSC[C@H]1CN(C[C@@H]2CNC3C(N)NCNC32)C[C@@H]1O
4wko_hce_lig,hce,NC1NCNC2C1NC[C@H]2CN1C[C@H](CSCCCCO)[C@@H](O)C1
4wkp_3qa_lig,3qa,NC1NCN[C@@H]2C1NC[C@H]2CN1C[C@H](CCSCCOCCO)[C@@H](O)C1
4wkv_3qk_lig,3qk,CCCCCCCCB(O)O
4wlb_3qq_lig,3qq,CC(C)CN(CC1CCC(F)CC1)S(O)(O)C1CCC(NC2CCN(S(C)(O)O)CC2)NC1
4wlj_ik2_lig,ik2,CC1NCC(CO[PH](O)(O)O)C(CNOCC(O)O)C1O
4wlk_3ql_lig,3ql,CC(O)N[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)O)[C@@H]1O
4wmd_pge_lig,pge,OCCOCCOCCO
4wmf_pg4_lig,pg4,OCCOCCOCCOCCO
4wml_ppc_lig,ppc,O[C@H]1[C@@H](O[PH](O)(O)C[PH](O)(O)O)O[C@H](CO[PH](O)(O)O)[C@H]1O
4wmr_865_lig,865,CC1CCN[C@H](N2CCNC2)[C@H]1C1CCCC2C(CCCOC3CCCC4CCCCC43)[C@H](C(O)O)N(CC(O)N3CCNCC3)C21
4wmz_tpf_lig,tpf,OC(CN1CNCN1)(CN1CNCN1)C1CCC(F)CC1F
4wn1_3sj_lig,3sj,CN1CC([C@@H]2CCC(O)N(C)C2)C(COC2CCC([C@@H]3CCC4CCCCC4N3)CC2)N1
4wn3_3r3_lig,3r3,O[C@H]1[C@@H](O[PH](O)(O)N[PH](O)(O)O)O[C@H](CO[PH](O)(O)O)[C@H]1O
4wnk_453_lig,453,CC1NC(O)N[C@@H](C2CCC(F)C(C(O)NCC3CCCCN3)C2)[C@@H]1C(O)N[C@H]1CCC2NNCC2C1
4wnm_3rt_lig,3rt,C1CC(CC2CCOCC2)N2NC(NC3CCC4C(C3)NNC4NC3CCOCC3)NC2C1
4wno_3rf_lig,3rf,NC1CCC(NC2NC3CCCCC3C(NC3CC(C4CC4)NN3)N2)CC1
4wnp_3rj_lig,3rj,C1CC(C2CC(NC3NC(NC4CCC5NCNC5C4)NC4CCCCC43)NN2)C1
4wns_3rl_lig,3rl,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1
4wnt_ajn_lig,ajn,COC(O)[C@@H]1CO[C@@H](C)[C@H]2CN3CC[C@H]4C5CCCCC5NC4[C@@H]3C[C@@H]21
4wnu_qdn_lig,qdn,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)C1CCNC2CCC(OC)CC21
4wnv_qi9_lig,qi9,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)C1CCNC2CCC(OC)CC21
4wo5_324_lig,324,CCCS(O)(O)NC1CCC(F)C(C(O)[C@H]2CNC3NCC(Cl)CC32)[C@H]1F
4woe_adp_lig,adp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
4woh_4np_lig,4np,ON(O)C1CCC(O[PH](O)(O)O)CC1
4wot_3sg_lig,3sg,COC(O)C1CCC(F)C(NC(O)C2CCCC(C3CC(C(O)N[C@H]4CCNCC4F)CCC3CN)C2)C1
4wov_3sm_lig,3sm,CNC1NC2N[C@@H](C3CCCC(CNC(O)COC)N3)CC2C2C1NCN2C
4wp7_3sr_lig,3sr,CC(C)CCN1C(CN2CCN(C(O)C3CCCO3)CC2)NC2C1C(O)N(C)C(O)N2C
4wpd_3sq_lig,3sq,FC1CCC([C@@H]2CNCN2)CC1
4wpf_3sn_lig,3sn,CC(O)N1CCN(C2CCC(CN(C3CCC3)S(O)(O)C3CCCCC3)C(F)C2)CC1
4wpl_ura_lig,ura,OC1CCNC(O)N1
4wpn_3st_lig,3st,CC(C)CCN1C(CN2CCC(C(N)O)CC2)NC2C1C(O)N(C)C(O)N2C
4wpu_pep_lig,pep,C[C@H](O[PH](O)(O)O)C(O)O
4wq2_3su_lig,3su,OC(O)[C@H](S)C[C@H]1CN[C@H]2C[C@@H](Br)CC[C@H]12
4wq3_3su_lig,3su,OC(O)C(CC1CNC2CC(Br)CC[C@H]12)SS[C@@H](CC1CNC2CC(Br)CCC12)C(O)O
4wq6_3tq_lig,3tq,CC(C)CN1CCC([S@H](O)C2CCC(CNC(O)C3CC4CCNCC4O3)CC2)CC1
4wqj_36y_lig,36y,BrC1CCC(C2CNCN2)CC1
4wqp_3sx_lig,3sx,CC(C)CN(CC1CCC(N2CCN(C(C)O)CC2)CC1)S(O)(O)CC1CCCCC1
4wr7_3tv_lig,3tv,CCCSC1C(F)C(F)C(S(N)(O)O)C(F)C1F
4wr8_3tx_lig,3tx,OC1CCC(N2C[C@@H]([C@H]3CCC4CCCCC4N3)NN2)CC1
4wrb_3tw_lig,3tw,COCCOC1CCC2NC(C3CN(C4CCC(O)CC4)NN3)CCC2C1
4wre_ins_lig,ins,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
4wrh_yy1_lig,yy1,CC1NNC(S)N1
4wrh_yy2_lig,yy2,COC1CC(CN)CC(Cl)C1OCC(O)NC(C)(C)C
4wrs_3u1_lig,3u1,FC1CCCC(F)C1C1CCC2NNC([C@@H]3CNCC(O[C@H]4CNCCC45CC5)N3)C2C1
4wrz_urf_lig,urf,OC1NCC(F)C(O)N1
4ws2_6ua_lig,6ua,NC1C[C@H](O)NC(O)N1
4ws4_5nu_lig,5nu,OC1N[C@@H](O)NC[C@H]1N(O)O
4ws6_wbu_lig,wbu,NC1CN[C@H](O)NC1O
4ws7_5uc_lig,5uc,OC1NC[C@@H](Cl)C(O)N1
4ws8_tul_lig,tul,OC1CCNC(S)N1
4wsq_ksa_lig,ksa,COC(O)[C@@]1(O)C[C@H]2O[C@]1(C)N1C3C(C4CCCC[C@@H]41)[C@H]1CNC(O)C1C1C4CCCCC4N2C13
4wsy_3u5_lig,3u5,NC1NC[C@@H]([C@H]2CCC3NN[C@@H]([C@@H]4CNC5CCCCC5C4)C3C2)S1
4wt2_3ud_lig,3ud,COC1CC(NC(O)C[C@@]2(C)C[C@H](C3CCCC(Cl)C3)[C@@H](C3CCC(Cl)C(F)C3)N([C@H](CS(O)(O)C(C)(C)C)C3CC3)C2O)CCC1C(O)O
4wt6_3u6_lig,3u6,NC1NN[C@@H](C2CCC3NCC(C4CCCC(NC5CCCC5)N4)C3C2)S1
4wta_udp_lig,udp,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
4wtc_cdp_lig,cdp,NC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
4wtd_adp_lig,adp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
4wte_gdp_lig,gdp,NC1NC(O)C2NCN([C@@H]3O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]3O)C2N1
4wtf_5gs_lig,5gs,C[C@@]1(O)[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O)O[C@H]1N1CCC(O)NC1O
4wtg_6gs_lig,6gs,C[C@@]1(F)[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O)O[C@H]1N1CCC(O)NC1O
4wti_gdp_lig,gdp,NC1NC(O)C2NCN([C@@H]3O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]3O)C2N1
4wtj_adp_lig,adp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
4wtk_cdp_lig,cdp,NC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
4wtl_udp_lig,udp,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
4wtm_udp_lig,udp,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
4wtu_3ut_lig,3ut,NC1N[C@@]2(CO1)C1CC(C3CCCNC3F)CCC1OC1C(F)NC(C3CCCOC3)CC12
4wua_3ul_lig,3ul,O[C@@H](NC1CC(C(F)(F)F)CCC1N1CCCCC1)C1CCNCC1
4wuc_anp_lig,anp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]1O
4wun_66t_lig,66t,COC1CC(CCC2C[C@H](N[C@H](O)C3CCC(N4C[C@@H](C)N[C@@H](C)C4)CC3)NN2)CC(OC)C1
4wup_3uf_lig,3uf,NS(O)(O)C1CCC(SCCO)CC1
4wuq_3ug_lig,3ug,NS(O)(O)[C@H]1[C@H](F)C(F)[C@@H](N2CCCCC2)C(F)[C@H]1F
4wuw_ins_lig,ins,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
4wuy_3uj_lig,3uj,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12
4wuy_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
4wvd_ivm_lig,ivm,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CCC(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)CCCC3CO[C@@H]4[C@H](O)C(C)C[C@@H](C(O)O1)[C@]34O)O2
